EmuJ_000290100,-5.93608
EmuJ_000282600,-4.69801
EmuJ_001156700,-4.31893
EmuJ_001157200,-4.01995
EmuJ_002199900,-3.7144
EmuJ_000682100,-3.60571
EmuJ_000302300,-3.58273
EmuJ_001156400,-3.34486
EmuJ_000709800,-3.26459
EmuJ_000092900,-2.92934
EmuJ_002229900,-2.71152
EmuJ_000315000,-2.6462
EmuJ_001159300,-2.55513
EmuJ_002194100,-2.47541
EmuJ_000301500,-2.43177
EmuJ_002230100,-2.38102
EmuJ_000298700,-2.24079
EmuJ_002196500,-2.23812
EmuJ_000286600,-2.19654
EmuJ_001159600,-2.17792
EmuJ_002194000,-2.15854
EmuJ_002198600,-2.15527
EmuJ_000935700,-2.0484
EmuJ_000398600,-1.9862
EmuJ_001156300,-1.93752
EmuJ_002231400,-1.90641
EmuJ_000408000,-1.90325
EmuJ_001157000,-1.87521
EmuJ_001159400,-1.7161
EmuJ_001159800,-1.68247
EmuJ_001157800,-1.67126
EmuJ_000314200,-1.67064
EmuJ_000315700,-1.65328
EmuJ_000315200,-1.64541
EmuJ_001156100,-1.64243
EmuJ_000300400,-1.62873
EmuJ_002224900,-1.59553
EmuJ_000303900,-1.56212
EmuJ_000035100,-1.48299
EmuJ_000314500,-1.4804
EmuJ_000681900,-1.41824
EmuJ_000300800,-1.4006
EmuJ_000303800,-1.31202
EmuJ_000405400,-1.24979
EmuJ_000303400,-1.24036
EmuJ_000301200,-1.11388
EmuJ_001158300,-1.11245
EmuJ_000303200,-1.09497
EmuJ_001157700,-1.08848
EmuJ_000313600,-1.02296
EmuJ_000304300,1.04007
EmuJ_001155900,1.04259
EmuJ_001158700,1.04781
EmuJ_000407700,1.10865
EmuJ_000092500,1.11446
EmuJ_001158900,1.15418
EmuJ_000092400,1.18096
EmuJ_000314900,1.25782
EmuJ_000408500,1.31698
EmuJ_000681500,1.37862
EmuJ_000315100,1.38269
EmuJ_001158000,1.38467
EmuJ_001158400,1.39096
EmuJ_000008700,1.42973
EmuJ_002228700,1.48884
EmuJ_001159100,1.54096
EmuJ_000313400,1.55565
EmuJ_000372200,1.57935
EmuJ_001158100,1.61801
EmuJ_001202200,1.62208
EmuJ_000002800,1.63301
EmuJ_000314000,1.63956
EmuJ_000301300,1.67835
EmuJ_000303300,1.80673
EmuJ_000709300,1.80902
EmuJ_000092800,1.85647
EmuJ_000408150,1.90378
EmuJ_000292600,1.94617
EmuJ_000031300,2.08299
EmuJ_000372400,2.08873
EmuJ_002232200,2.10762
EmuJ_000408200,2.15239
EmuJ_000299200,2.17441
EmuJ_000400800,2.18198
EmuJ_000709500,2.19385
EmuJ_001159200,2.20104
EmuJ_000398100,2.20953
EmuJ_000398800,2.21954
EmuJ_000008100,2.22285
EmuJ_000314100,2.23109
EmuJ_000039600,2.23208
EmuJ_000303700,2.24796
EmuJ_000566100,2.27258
EmuJ_001158800,2.27655
EmuJ_000037000,2.3525
EmuJ_000266600,2.35958
EmuJ_000299700,2.39393
EmuJ_000709600,2.43564
EmuJ_000036900,2.51013
EmuJ_000313200,2.53485
EmuJ_000308900,2.54705
EmuJ_000039100,2.6097
EmuJ_000368000,2.67859
EmuJ_000409000,2.71477
EmuJ_000312300,2.72739
EmuJ_000396900,2.73982
EmuJ_000515700,2.75729
EmuJ_000682200,2.80446
EmuJ_000196600,2.82105
EmuJ_001158500,2.82432
EmuJ_000560300,2.84999
EmuJ_000315600,2.87127
EmuJ_002228400,2.90915
EmuJ_000405100,2.91869
EmuJ_002208700,2.95106
EmuJ_000408400,2.9591
EmuJ_000304400,3.07281
EmuJ_000272700,3.08032
EmuJ_000302100,3.17406
EmuJ_002228900,3.19536
EmuJ_000397900,3.26747
EmuJ_000682350,3.31762
EmuJ_000267700,3.37866
EmuJ_000052200,3.38241
EmuJ_000286400,3.38676
EmuJ_001202150,3.44422
EmuJ_000020200,3.57691
EmuJ_000406400,3.58964
EmuJ_001202400,3.60591
EmuJ_000371000,3.60896
EmuJ_000397500,3.7358
EmuJ_000368200,3.76262
EmuJ_000292900,3.76767
EmuJ_000681600,3.77398
EmuJ_000006800,3.81915
EmuJ_000308600,3.82813
EmuJ_000302000,3.95328
EmuJ_000005500,3.99015
EmuJ_000276100,4.00767
EmuJ_000682600,4.01683
EmuJ_000027100,4.09338
EmuJ_000303500,4.11954
EmuJ_000049900,4.14738
EmuJ_000367100,4.21346
EmuJ_000370500,4.5941
EmuJ_000371600,4.68024
EmuJ_000308800,4.81753
EmuJ_000038400,4.84191
EmuJ_000313700,4.8607
EmuJ_001155800,5.14277
EmuJ_002199700,5.42296
EmuJ_000397700,5.43247
EmuJ_000019100,5.45653
EmuJ_000408300,5.50809
EmuJ_000407900,5.64496
EmuJ_000299100,5.67863
EmuJ_000578200,5.69402
EmuJ_000289600,5.78816
EmuJ_000681400,5.7941
EmuJ_000515550,5.81452
EmuJ_000304500,5.91754
EmuJ_000405600,6.12259
EmuJ_000682300,6.24738
EmuJ_000307900,6.47114
EmuJ_001160300,6.49592
EmuJ_000370400,6.52287
EmuJ_000314300,6.60831
EmuJ_000038000,6.90141
EmuJ_000266700,6.98814
EmuJ_000307800,7.18687
EmuJ_000370800,8.08322
EmuJ_000709700,8.20115
EmuJ_000397200,8.38294
EmuJ_000314700,8.48603
EmuJ_000271300,8.79777
EmuJ_000559500,8.89854
EmuJ_000398300,9.44471
EmuJ_000397000,10.3786
